시작시각(년월일시분),세션,지속시간,프로젝트
2024-11-04 06:31,집중,30,자바스크립트 공부
2024-11-04 07:01,휴식,5,자바스크립트 공부
2024-11-04 07:20,집중,45,코드 리팩토링
2024-11-04 08:05,휴식,5,코드 리팩토링
2024-11-04 08:12,집중,25,코드 리팩토링
2024-11-04 09:12,긴휴식,15,코드 리팩토링
2024-11-04 10:28,집중,45,알고리즘 연습
2024-11-04 11:13,휴식,5,알고리즘 연습
2024-11-04 14:33,집중,15,포트폴리오 작업
2024-11-04 14:49,집중,15,디자인 작업
2024-11-04 15:04,휴식,5,디자인 작업
2024-11-04 15:46,집중,15,자바스크립트 공부
2024-11-04 15:52,집중,30,리액트 프로젝트
2024-11-04 16:22,휴식,5,리액트 프로젝트
2024-11-04 17:16,집중,45,블로그 글쓰기
2024-11-04 17:42,집중,45,포트폴리오 작업
2024-11-04 18:27,휴식,5,포트폴리오 작업
2024-11-04 19:06,집중,45,알고리즘 연습
2024-11-04 19:51,긴휴식,15,알고리즘 연습
2024-11-04 20:28,집중,45,영어 공부
2024-11-04 21:13,휴식,5,영어 공부
2024-11-04 21:19,집중,30,영어 공부
2024-11-05 01:33,집중,15,자바스크립트 공부
2024-11-05 01:48,휴식,5,자바스크립트 공부
2024-11-05 07:48,집중,15,자바스크립트 공부
2024-11-05 08:02,집중,45,디자인 작업
2024-11-05 08:04,집중,25,포트폴리오 작업
2024-11-05 09:04,긴휴식,15,포트폴리오 작업
2024-11-05 09:49,집중,25,자바스크립트 공부
2024-11-05 10:49,휴식,5,자바스크립트 공부
2024-11-05 13:50,집중,25,리액트 프로젝트
2024-11-05 14:01,집중,15,블로그 글쓰기
2024-11-05 14:16,휴식,5,블로그 글쓰기
2024-11-05 14:42,집중,15,코드 리팩토링
2024-11-05 14:54,집중,15,블로그 글쓰기
2024-11-05 15:09,휴식,5,블로그 글쓰기
2024-11-05 17:01,집중,25,블로그 글쓰기
2024-11-05 17:43,집중,15,디자인 작업
2024-11-05 17:46,집중,30,자바스크립트 공부
2024-11-05 18:16,긴휴식,15,자바스크립트 공부
2024-11-05 18:51,집중,25,알고리즘 연습
2024-11-05 19:21,집중,15,디자인 작업
2024-11-05 19:36,휴식,5,디자인 작업
2024-11-05 20:14,집중,15,리액트 프로젝트
2024-11-06 00:22,집중,25,자바스크립트 공부
2024-11-06 00:47,휴식,5,자바스크립트 공부
2024-11-06 08:19,집중,45,자바스크립트 공부
2024-11-06 08:53,집중,45,리액트 프로젝트
2024-11-06 09:38,휴식,5,리액트 프로젝트
2024-11-06 10:59,집중,25,코드 리팩토링
2024-11-06 11:24,긴휴식,15,코드 리팩토링
2024-11-06 14:27,집중,30,포트폴리오 작업
2024-11-06 14:38,집중,30,알고리즘 연습
2024-11-06 14:51,집중,25,취업 준비
2024-11-06 15:16,휴식,5,취업 준비
2024-11-06 16:31,집중,45,알고리즘 연습
2024-11-06 16:32,집중,25,영어 공부
2024-11-06 16:58,집중,15,알고리즘 연습
2024-11-06 17:13,휴식,5,알고리즘 연습
2024-11-06 17:48,집중,45,알고리즘 연습
2024-11-06 18:33,휴식,5,알고리즘 연습
2024-11-06 19:36,집중,25,리액트 프로젝트
2024-11-06 20:36,긴휴식,15,리액트 프로젝트
2024-11-06 20:53,집중,25,알고리즘 연습
2024-11-06 21:01,집중,45,디자인 작업
2024-11-06 21:15,집중,30,포트폴리오 작업
2024-11-07 01:53,집중,25,자바스크립트 공부
2024-11-07 02:18,휴식,5,자바스크립트 공부
2024-11-07 08:24,집중,25,영어 공부
2024-11-07 08:49,휴식,5,영어 공부
2024-11-07 09:23,집중,15,자바스크립트 공부
2024-11-07 09:28,집중,25,디자인 작업
2024-11-07 09:34,집중,30,취업 준비
2024-11-07 10:04,휴식,5,취업 준비
2024-11-07 10:53,집중,15,코드 리팩토링
2024-11-07 11:08,휴식,5,코드 리팩토링
2024-11-07 12:18,집중,15,영어 공부
2024-11-07 12:24,집중,25,코드 리팩토링
2024-11-07 12:25,집중,25,자바스크립트 공부
2024-11-07 13:00,집중,45,리액트 프로젝트
2024-11-07 13:29,집중,30,자바스크립트 공부
2024-11-07 13:40,집중,25,포트폴리오 작업
2024-11-07 14:40,긴휴식,15,포트폴리오 작업
2024-11-07 15:39,집중,30,코드 리팩토링
2024-11-07 16:09,휴식,5,코드 리팩토링
2024-11-07 18:03,집중,45,리액트 프로젝트
2024-11-07 18:48,휴식,5,리액트 프로젝트
2024-11-07 19:27,집중,15,리액트 프로젝트
2024-11-08 05:10,집중,45,알고리즘 연습
2024-11-08 05:55,휴식,5,알고리즘 연습
2024-11-08 08:39,집중,25,디자인 작업
2024-11-08 09:04,휴식,5,디자인 작업
2024-11-08 09:53,집중,45,디자인 작업
2024-11-08 10:38,휴식,5,디자인 작업
2024-11-08 11:16,집중,15,포트폴리오 작업
2024-11-08 11:31,긴휴식,15,포트폴리오 작업
2024-11-08 12:15,집중,45,디자인 작업
2024-11-08 13:00,휴식,5,디자인 작업
2024-11-08 14:15,집중,30,영어 공부
2024-11-08 14:45,휴식,5,영어 공부
2024-11-08 15:49,집중,45,블로그 글쓰기
2024-11-08 16:34,휴식,5,블로그 글쓰기
2024-11-08 16:46,집중,45,디자인 작업
2024-11-08 17:31,집중,25,블로그 글쓰기
2024-11-08 18:31,휴식,5,블로그 글쓰기
2024-11-08 19:05,집중,45,디자인 작업
2024-11-08 19:14,집중,45,영어 공부
2024-11-08 19:59,휴식,5,영어 공부
2024-11-08 20:08,집중,15,알고리즘 연습
2024-11-09 06:41,집중,30,디자인 작업
2024-11-09 07:11,휴식,5,디자인 작업
2024-11-09 07:30,집중,15,리액트 프로젝트
2024-11-09 07:45,휴식,5,리액트 프로젝트
2024-11-09 11:24,집중,25,블로그 글쓰기
2024-11-09 12:24,휴식,5,블로그 글쓰기
2024-11-09 12:42,집중,25,포트폴리오 작업
2024-11-09 13:07,긴휴식,15,포트폴리오 작업
2024-11-09 14:05,집중,25,코드 리팩토링
2024-11-09 14:30,휴식,5,코드 리팩토링
2024-11-09 15:41,집중,25,코드 리팩토링
2024-11-09 16:06,휴식,5,코드 리팩토링
2024-11-09 16:40,집중,25,자바스크립트 공부
2024-11-09 17:05,휴식,5,자바스크립트 공부
2024-11-09 17:52,집중,25,블로그 글쓰기
2024-11-10 06:50,집중,25,코드 리팩토링
2024-11-10 07:10,집중,30,취업 준비
2024-11-10 07:40,휴식,5,취업 준비
2024-11-10 10:36,집중,25,영어 공부
2024-11-10 11:36,휴식,5,영어 공부
2024-11-10 12:07,집중,45,코드 리팩토링
2024-11-10 12:52,긴휴식,15,코드 리팩토링
2024-11-10 14:08,집중,15,자바스크립트 공부
2024-11-10 14:23,휴식,5,자바스크립트 공부
2024-11-10 16:16,집중,45,알고리즘 연습
2024-11-11 04:29,집중,15,취업 준비
2024-11-11 04:44,휴식,5,취업 준비
2024-11-11 07:36,집중,15,자바스크립트 공부
2024-11-11 07:51,휴식,5,자바스크립트 공부
2024-11-11 09:05,집중,30,포트폴리오 작업
2024-11-11 09:21,집중,25,코드 리팩토링
2024-11-11 09:46,긴휴식,15,코드 리팩토링
2024-11-11 12:39,집중,15,포트폴리오 작업
2024-11-11 12:54,휴식,5,포트폴리오 작업
2024-11-11 13:07,집중,15,코드 리팩토링
2024-11-11 13:22,휴식,5,코드 리팩토링
2024-11-11 15:33,집중,25,자바스크립트 공부
2024-11-11 15:42,집중,15,영어 공부
2024-11-11 15:58,집중,30,영어 공부
2024-11-11 16:28,휴식,5,영어 공부
2024-11-11 16:37,집중,25,디자인 작업
2024-11-11 17:37,휴식,5,디자인 작업
2024-11-11 17:59,집중,45,리액트 프로젝트
2024-11-11 18:42,집중,15,블로그 글쓰기
2024-11-11 18:57,긴휴식,15,블로그 글쓰기
2024-11-11 21:21,집중,30,포트폴리오 작업
2024-11-11 21:48,집중,25,코드 리팩토링
2024-11-12 06:45,집중,45,취업 준비
2024-11-12 07:30,휴식,5,취업 준비
2024-11-12 09:30,집중,45,자바스크립트 공부
2024-11-12 10:15,휴식,5,자바스크립트 공부
2024-11-12 11:02,집중,25,리액트 프로젝트
2024-11-12 11:21,집중,30,취업 준비
2024-11-12 11:57,집중,30,블로그 글쓰기
2024-11-12 12:28,집중,25,포트폴리오 작업
2024-11-12 12:53,휴식,5,포트폴리오 작업
2024-11-12 14:24,집중,30,영어 공부
2024-11-12 14:31,집중,15,리액트 프로젝트
2024-11-12 14:46,긴휴식,15,리액트 프로젝트
2024-11-12 15:06,집중,25,블로그 글쓰기
2024-11-12 15:27,집중,15,포트폴리오 작업
2024-11-12 15:42,휴식,5,포트폴리오 작업
2024-11-12 16:43,집중,25,취업 준비
2024-11-12 16:48,집중,30,포트폴리오 작업
2024-11-12 17:11,집중,15,영어 공부
2024-11-12 17:26,휴식,5,영어 공부
2024-11-12 18:57,집중,25,리액트 프로젝트
2024-11-12 19:22,휴식,5,리액트 프로젝트
2024-11-12 22:28,집중,25,취업 준비
2024-11-13 03:14,집중,30,코드 리팩토링
2024-11-13 03:44,휴식,5,코드 리팩토링
2024-11-13 08:34,집중,25,코드 리팩토링
2024-11-13 08:48,집중,15,블로그 글쓰기
2024-11-13 09:02,집중,30,알고리즘 연습
2024-11-13 09:32,긴휴식,15,알고리즘 연습
2024-11-13 10:01,집중,45,리액트 프로젝트
2024-11-13 10:08,집중,30,코드 리팩토링
2024-11-13 10:42,집중,25,블로그 글쓰기
2024-11-13 11:42,휴식,5,블로그 글쓰기
2024-11-13 12:07,집중,25,리액트 프로젝트
2024-11-13 12:32,긴휴식,15,리액트 프로젝트
2024-11-13 14:00,집중,25,자바스크립트 공부
2024-11-13 14:25,휴식,5,자바스크립트 공부
2024-11-13 16:24,집중,30,리액트 프로젝트
2024-11-13 16:54,휴식,5,리액트 프로젝트
2024-11-13 17:24,집중,45,취업 준비
2024-11-13 17:30,집중,15,코드 리팩토링
2024-11-13 17:30,집중,25,코드 리팩토링
2024-11-13 18:30,휴식,5,코드 리팩토링
2024-11-13 20:28,집중,25,코드 리팩토링
2024-11-13 20:54,집중,30,취업 준비
2024-11-14 06:12,집중,25,블로그 글쓰기
2024-11-14 06:37,휴식,5,블로그 글쓰기
2024-11-14 07:06,집중,15,코드 리팩토링
2024-11-14 07:21,휴식,5,코드 리팩토링
2024-11-14 09:01,집중,25,리액트 프로젝트
2024-11-14 09:16,집중,15,블로그 글쓰기
2024-11-14 09:20,집중,15,디자인 작업
2024-11-14 09:35,휴식,5,디자인 작업
2024-11-14 09:57,집중,25,취업 준비
2024-11-14 10:22,휴식,5,취업 준비
2024-11-14 11:28,집중,15,자바스크립트 공부
2024-11-14 11:43,휴식,5,자바스크립트 공부
2024-11-14 13:21,집중,25,디자인 작업
2024-11-14 14:27,집중,45,알고리즘 연습
2024-11-14 15:12,휴식,5,알고리즘 연습
2024-11-14 17:23,집중,15,알고리즘 연습
2024-11-14 17:38,휴식,5,알고리즘 연습
2024-11-14 18:31,집중,30,리액트 프로젝트
2024-11-14 19:01,휴식,5,리액트 프로젝트
2024-11-14 19:30,집중,30,자바스크립트 공부
2024-11-14 20:13,집중,15,자바스크립트 공부
2024-11-14 20:16,집중,25,디자인 작업
2024-11-14 20:32,집중,15,코드 리팩토링
2024-11-15 06:34,집중,45,자바스크립트 공부
2024-11-15 07:19,휴식,5,자바스크립트 공부
2024-11-15 08:38,집중,45,리액트 프로젝트
2024-11-15 09:23,휴식,5,리액트 프로젝트
2024-11-15 10:28,집중,15,취업 준비
2024-11-15 10:41,집중,25,디자인 작업
2024-11-15 11:19,집중,25,취업 준비
2024-11-15 12:18,집중,15,영어 공부
2024-11-15 12:33,휴식,5,영어 공부
2024-11-15 14:30,집중,45,코드 리팩토링
2024-11-15 15:15,휴식,5,코드 리팩토링
2024-11-15 16:44,집중,30,블로그 글쓰기
2024-11-15 17:14,긴휴식,15,블로그 글쓰기
2024-11-15 17:38,집중,25,코드 리팩토링
2024-11-15 18:42,집중,15,알고리즘 연습
2024-11-15 18:57,휴식,5,알고리즘 연습
2024-11-15 19:06,집중,25,블로그 글쓰기
2024-11-15 19:31,휴식,5,블로그 글쓰기
2024-11-15 20:58,집중,25,자바스크립트 공부
2024-11-16 06:36,집중,15,코드 리팩토링
2024-11-16 06:51,휴식,5,코드 리팩토링
2024-11-16 09:12,집중,25,블로그 글쓰기
2024-11-16 09:23,집중,25,디자인 작업
2024-11-16 10:23,휴식,5,디자인 작업
2024-11-16 11:03,집중,25,영어 공부
2024-11-16 11:28,긴휴식,15,영어 공부
2024-11-16 12:58,집중,15,코드 리팩토링
2024-11-16 13:13,휴식,5,코드 리팩토링
2024-11-16 14:25,집중,25,디자인 작업
2024-11-16 14:41,집중,30,자바스크립트 공부
2024-11-16 15:11,휴식,5,자바스크립트 공부
2024-11-16 17:51,집중,25,자바스크립트 공부
2024-11-17 09:14,집중,25,취업 준비
2024-11-17 09:39,휴식,5,취업 준비
2024-11-17 11:57,집중,45,알고리즘 연습
2024-11-17 12:42,휴식,5,알고리즘 연습
2024-11-17 13:27,집중,30,자바스크립트 공부
2024-11-17 13:29,집중,25,포트폴리오 작업
2024-11-17 13:54,긴휴식,15,포트폴리오 작업
2024-11-17 16:35,집중,25,취업 준비
2024-11-17 17:35,휴식,5,취업 준비
2024-11-17 18:27,집중,25,리액트 프로젝트
2024-11-18 07:46,집중,25,알고리즘 연습
2024-11-18 08:11,휴식,5,알고리즘 연습
2024-11-18 08:44,집중,15,디자인 작업
2024-11-18 08:59,휴식,5,디자인 작업
2024-11-18 09:44,집중,25,디자인 작업
2024-11-18 10:44,휴식,5,디자인 작업
2024-11-18 13:51,집중,30,영어 공부
2024-11-18 14:21,긴휴식,15,영어 공부
2024-11-18 14:47,집중,45,디자인 작업
2024-11-18 15:04,집중,45,자바스크립트 공부
2024-11-18 15:13,집중,25,디자인 작업
2024-11-18 16:13,휴식,5,디자인 작업
2024-11-18 16:35,집중,45,코드 리팩토링
2024-11-18 16:36,집중,25,디자인 작업
2024-11-18 17:36,휴식,5,디자인 작업
2024-11-18 17:44,집중,45,코드 리팩토링
2024-11-18 18:29,휴식,5,코드 리팩토링
2024-11-18 19:41,집중,15,영어 공부
2024-11-18 19:43,집중,45,자바스크립트 공부
2024-11-18 20:03,집중,45,영어 공부
2024-11-18 20:48,휴식,5,영어 공부
2024-11-18 21:43,집중,15,디자인 작업
2024-11-19 02:39,집중,25,영어 공부
2024-11-19 03:04,휴식,5,영어 공부
2024-11-19 07:25,집중,25,리액트 프로젝트
2024-11-19 07:30,집중,30,블로그 글쓰기
2024-11-19 08:00,휴식,5,블로그 글쓰기
2024-11-19 09:36,집중,25,영어 공부
2024-11-19 09:38,집중,25,블로그 글쓰기
2024-11-19 10:14,집중,25,포트폴리오 작업
2024-11-19 10:31,집중,45,알고리즘 연습
2024-11-19 11:19,집중,25,영어 공부
2024-11-19 12:19,긴휴식,15,영어 공부
2024-11-19 13:08,집중,30,코드 리팩토링
2024-11-19 13:39,집중,25,리액트 프로젝트
2024-11-19 14:04,휴식,5,리액트 프로젝트
2024-11-19 16:31,집중,25,알고리즘 연습
2024-11-19 17:31,휴식,5,알고리즘 연습
2024-11-19 18:07,집중,15,디자인 작업
2024-11-19 18:14,집중,30,취업 준비
2024-11-19 18:44,휴식,5,취업 준비
2024-11-19 20:34,집중,25,코드 리팩토링
2024-11-19 20:59,휴식,5,코드 리팩토링
2024-11-19 22:05,집중,45,포트폴리오 작업
2024-11-20 01:10,집중,25,알고리즘 연습
2024-11-20 02:10,휴식,5,알고리즘 연습
2024-11-20 07:54,집중,25,블로그 글쓰기
2024-11-20 08:55,집중,45,포트폴리오 작업
2024-11-20 09:11,집중,25,코드 리팩토링
2024-11-20 09:35,집중,25,자바스크립트 공부
2024-11-20 10:00,휴식,5,자바스크립트 공부
2024-11-20 10:09,집중,25,자바스크립트 공부
2024-11-20 10:18,집중,25,취업 준비
2024-11-20 11:06,집중,45,디자인 작업
2024-11-20 11:18,집중,30,리액트 프로젝트
2024-11-20 11:31,집중,25,알고리즘 연습
2024-11-20 11:56,휴식,5,알고리즘 연습
2024-11-20 13:10,집중,45,취업 준비
2024-11-20 13:55,휴식,5,취업 준비
2024-11-20 16:11,집중,45,포트폴리오 작업
2024-11-20 16:32,집중,45,리액트 프로젝트
2024-11-20 17:17,휴식,5,리액트 프로젝트
2024-11-20 17:25,집중,15,영어 공부
2024-11-20 17:40,휴식,5,영어 공부
2024-11-20 20:50,집중,25,자바스크립트 공부
2024-11-21 06:27,집중,25,영어 공부
2024-11-21 06:52,휴식,5,영어 공부
2024-11-21 08:47,집중,15,디자인 작업
2024-11-21 09:02,휴식,5,디자인 작업
2024-11-21 09:34,집중,25,포트폴리오 작업
2024-11-21 09:59,휴식,5,포트폴리오 작업
2024-11-21 10:21,집중,25,포트폴리오 작업
2024-11-21 11:12,집중,15,코드 리팩토링
2024-11-21 11:27,휴식,5,코드 리팩토링
2024-11-21 13:05,집중,45,영어 공부
2024-11-21 13:19,집중,25,디자인 작업
2024-11-21 14:19,휴식,5,디자인 작업
2024-11-21 15:05,집중,30,코드 리팩토링
2024-11-21 15:47,집중,25,영어 공부
2024-11-21 16:12,휴식,5,영어 공부
2024-11-21 16:37,집중,30,코드 리팩토링
2024-11-21 16:47,집중,45,디자인 작업
2024-11-21 17:14,집중,45,코드 리팩토링
2024-11-21 17:59,긴휴식,15,코드 리팩토링
2024-11-21 20:07,집중,15,리액트 프로젝트
2024-11-21 20:22,휴식,5,리액트 프로젝트
2024-11-21 21:10,집중,30,블로그 글쓰기
2024-11-21 21:40,휴식,5,블로그 글쓰기
2024-11-21 21:49,집중,25,취업 준비
2024-11-22 09:30,집중,30,코드 리팩토링
2024-11-22 10:00,휴식,5,코드 리팩토링
2024-11-22 10:25,집중,30,리액트 프로젝트
2024-11-22 10:55,휴식,5,리액트 프로젝트
2024-11-22 13:48,집중,25,취업 준비
2024-11-22 14:13,휴식,5,취업 준비
2024-11-22 14:31,집중,30,영어 공부
2024-11-22 15:01,긴휴식,15,영어 공부
2024-11-22 15:20,집중,30,취업 준비
2024-11-22 15:26,집중,30,리액트 프로젝트
2024-11-22 15:28,집중,25,취업 준비
2024-11-22 15:53,휴식,5,취업 준비
2024-11-22 16:12,집중,45,디자인 작업
2024-11-22 16:44,집중,25,디자인 작업
2024-11-22 17:11,집중,25,리액트 프로젝트
2024-11-22 17:29,집중,15,포트폴리오 작업
2024-11-22 17:44,휴식,5,포트폴리오 작업
2024-11-22 20:29,집중,15,블로그 글쓰기
2024-11-23 10:05,집중,25,영어 공부
2024-11-23 10:30,휴식,5,영어 공부
2024-11-23 14:16,집중,15,영어 공부
2024-11-23 14:31,휴식,5,영어 공부
2024-11-23 17:39,집중,30,영어 공부
2024-11-23 18:09,휴식,5,영어 공부
2024-11-23 18:46,집중,30,블로그 글쓰기
2024-11-23 18:48,집중,45,알고리즘 연습
2024-11-23 19:33,휴식,5,알고리즘 연습
2024-11-23 20:25,집중,25,취업 준비
2024-11-23 20:56,집중,30,코드 리팩토링
2024-11-23 21:26,휴식,5,코드 리팩토링
2024-11-23 21:59,집중,25,디자인 작업
2024-11-24 06:46,집중,25,포트폴리오 작업
2024-11-24 06:53,집중,45,코드 리팩토링
2024-11-24 07:38,휴식,5,코드 리팩토링
2024-11-24 07:46,집중,45,자바스크립트 공부
2024-11-24 08:31,휴식,5,자바스크립트 공부
2024-11-24 11:17,집중,45,리액트 프로젝트
2024-11-24 12:02,긴휴식,15,리액트 프로젝트
2024-11-24 12:39,집중,25,영어 공부
2024-11-24 13:04,휴식,5,영어 공부
2024-11-24 20:38,집중,25,포트폴리오 작업
2024-11-25 10:21,집중,25,블로그 글쓰기
2024-11-25 10:42,집중,15,디자인 작업
2024-11-25 10:53,집중,15,리액트 프로젝트
2024-11-25 11:08,휴식,5,리액트 프로젝트
2024-11-25 11:17,집중,25,리액트 프로젝트
2024-11-25 11:42,긴휴식,15,리액트 프로젝트
2024-11-25 12:16,집중,45,블로그 글쓰기
2024-11-25 13:01,휴식,5,블로그 글쓰기
2024-11-25 14:30,집중,30,코드 리팩토링
2024-11-25 14:33,집중,30,알고리즘 연습
2024-11-25 14:54,집중,45,디자인 작업
2024-11-25 14:57,집중,25,알고리즘 연습
2024-11-25 15:25,집중,25,자바스크립트 공부
2024-11-25 15:50,휴식,5,자바스크립트 공부
2024-11-25 16:07,집중,45,영어 공부
2024-11-25 16:52,휴식,5,영어 공부
2024-11-25 17:12,집중,25,자바스크립트 공부
2024-11-25 17:23,집중,30,코드 리팩토링
2024-11-25 17:53,휴식,5,코드 리팩토링
2024-11-25 21:25,집중,25,블로그 글쓰기
2024-11-26 03:16,집중,25,블로그 글쓰기
2024-11-26 04:16,휴식,5,블로그 글쓰기
2024-11-26 07:55,집중,45,알고리즘 연습
2024-11-26 08:40,휴식,5,알고리즘 연습
2024-11-26 09:13,집중,30,리액트 프로젝트
2024-11-26 09:45,집중,30,알고리즘 연습
2024-11-26 10:06,집중,45,영어 공부
2024-11-26 10:21,집중,25,자바스크립트 공부
2024-11-26 10:54,집중,25,영어 공부
2024-11-26 11:07,집중,30,영어 공부
2024-11-26 11:37,긴휴식,15,영어 공부
2024-11-26 12:26,집중,15,리액트 프로젝트
2024-11-26 12:41,휴식,5,리액트 프로젝트
2024-11-26 17:49,집중,15,영어 공부
2024-11-26 18:04,휴식,5,영어 공부
2024-11-26 18:26,집중,15,코드 리팩토링
2024-11-26 18:41,휴식,5,코드 리팩토링
2024-11-26 19:22,집중,30,디자인 작업
2024-11-26 19:45,집중,25,디자인 작업
2024-11-26 19:57,집중,30,알고리즘 연습
2024-11-26 20:10,집중,45,블로그 글쓰기
2024-11-27 06:47,집중,25,디자인 작업
2024-11-27 07:06,집중,45,리액트 프로젝트
2024-11-27 07:51,휴식,5,리액트 프로젝트
2024-11-27 10:01,집중,25,리액트 프로젝트
2024-11-27 11:01,휴식,5,리액트 프로젝트
2024-11-27 11:33,집중,25,포트폴리오 작업
2024-11-27 12:33,긴휴식,15,포트폴리오 작업
2024-11-27 13:35,집중,30,취업 준비
2024-11-27 13:46,집중,25,리액트 프로젝트
2024-11-27 14:09,집중,30,취업 준비
2024-11-27 14:42,집중,30,영어 공부
2024-11-27 15:12,긴휴식,15,영어 공부
2024-11-27 16:26,집중,25,코드 리팩토링
2024-11-27 17:26,휴식,5,코드 리팩토링
2024-11-27 17:34,집중,30,디자인 작업
2024-11-27 17:59,집중,25,자바스크립트 공부
2024-11-27 18:13,집중,30,영어 공부
2024-11-27 18:52,집중,45,취업 준비
2024-11-27 19:37,휴식,5,취업 준비
2024-11-27 21:10,집중,45,리액트 프로젝트
2024-11-27 21:20,집중,25,디자인 작업
2024-11-28 03:30,집중,25,코드 리팩토링
2024-11-28 03:55,휴식,5,코드 리팩토링
2024-11-28 07:21,집중,25,리액트 프로젝트
2024-11-28 08:21,휴식,5,리액트 프로젝트
2024-11-28 10:26,집중,25,알고리즘 연습
2024-11-28 10:51,휴식,5,알고리즘 연습
2024-11-28 12:16,집중,30,블로그 글쓰기
2024-11-28 12:41,집중,15,자바스크립트 공부
2024-11-28 12:56,휴식,5,자바스크립트 공부
2024-11-28 13:31,집중,25,자바스크립트 공부
2024-11-28 13:35,집중,25,포트폴리오 작업
2024-11-28 13:54,집중,30,코드 리팩토링
2024-11-28 14:02,집중,45,포트폴리오 작업
2024-11-28 14:26,집중,25,취업 준비
2024-11-28 14:33,집중,45,디자인 작업
2024-11-28 14:37,집중,15,블로그 글쓰기
2024-11-28 14:52,긴휴식,15,블로그 글쓰기
2024-11-28 15:27,집중,15,영어 공부
2024-11-28 15:30,집중,30,리액트 프로젝트
2024-11-28 16:00,휴식,5,리액트 프로젝트
2024-11-28 20:35,집중,25,알고리즘 연습
2024-11-29 02:41,집중,45,포트폴리오 작업
2024-11-29 03:26,휴식,5,포트폴리오 작업
2024-11-29 08:41,집중,45,리액트 프로젝트
2024-11-29 09:31,집중,30,알고리즘 연습
2024-11-29 10:01,휴식,5,알고리즘 연습
2024-11-29 10:43,집중,25,디자인 작업
2024-11-29 11:08,긴휴식,15,디자인 작업
2024-11-29 12:11,집중,15,알고리즘 연습
2024-11-29 12:26,휴식,5,알고리즘 연습
2024-11-29 13:10,집중,45,코드 리팩토링
2024-11-29 13:55,휴식,5,코드 리팩토링
2024-11-29 15:02,집중,30,취업 준비
2024-11-29 15:33,집중,25,알고리즘 연습
2024-11-29 15:44,집중,25,디자인 작업
2024-11-29 16:09,휴식,5,디자인 작업
2024-11-29 18:04,집중,45,코드 리팩토링
2024-11-29 18:49,휴식,5,코드 리팩토링
2024-11-29 19:02,집중,30,자바스크립트 공부
2024-11-29 19:32,휴식,5,자바스크립트 공부
2024-11-29 21:13,집중,30,자바스크립트 공부
2024-11-30 07:00,집중,25,리액트 프로젝트
2024-11-30 07:25,휴식,5,리액트 프로젝트
2024-11-30 08:36,집중,25,취업 준비
2024-11-30 09:01,휴식,5,취업 준비
2024-11-30 10:02,집중,25,영어 공부
2024-11-30 11:02,휴식,5,영어 공부
2024-11-30 11:51,집중,25,코드 리팩토링
2024-11-30 12:16,긴휴식,15,코드 리팩토링
2024-11-30 16:07,집중,25,알고리즘 연습
2024-11-30 16:32,휴식,5,알고리즘 연습
2024-11-30 19:03,집중,25,디자인 작업
2024-11-30 19:28,휴식,5,디자인 작업
2024-11-30 19:39,집중,15,리액트 프로젝트
2024-11-30 19:54,휴식,5,리액트 프로젝트
2024-11-30 21:10,집중,30,취업 준비
2024-12-01 01:32,집중,45,블로그 글쓰기
2024-12-01 02:17,휴식,5,블로그 글쓰기
2024-12-01 10:22,집중,25,알고리즘 연습
2024-12-01 10:47,휴식,5,알고리즘 연습
2024-12-01 17:26,집중,15,블로그 글쓰기
2024-12-02 08:54,집중,25,코드 리팩토링
2024-12-02 09:54,휴식,5,코드 리팩토링
2024-12-02 11:05,집중,25,리액트 프로젝트
2024-12-02 11:30,휴식,5,리액트 프로젝트
2024-12-02 12:34,집중,30,리액트 프로젝트
2024-12-02 13:04,휴식,5,리액트 프로젝트
2024-12-02 16:02,집중,45,영어 공부
2024-12-02 16:47,긴휴식,15,영어 공부
2024-12-02 17:40,집중,25,포트폴리오 작업
2024-12-02 18:40,휴식,5,포트폴리오 작업
2024-12-02 19:16,집중,15,디자인 작업
2024-12-02 19:31,휴식,5,디자인 작업
2024-12-02 20:07,집중,25,알고리즘 연습
2024-12-02 21:00,집중,15,자바스크립트 공부
2024-12-03 07:03,집중,45,디자인 작업
2024-12-03 07:48,휴식,5,디자인 작업
2024-12-03 08:22,집중,25,디자인 작업
2024-12-03 09:10,집중,25,리액트 프로젝트
2024-12-03 09:29,집중,25,디자인 작업
2024-12-03 09:54,긴휴식,15,디자인 작업
2024-12-03 13:30,집중,15,코드 리팩토링
2024-12-03 13:45,휴식,5,코드 리팩토링
2024-12-03 14:05,집중,25,코드 리팩토링
2024-12-03 14:30,휴식,5,코드 리팩토링
2024-12-03 16:32,집중,45,취업 준비
2024-12-03 17:17,휴식,5,취업 준비
2024-12-03 17:33,집중,45,디자인 작업
2024-12-04 06:29,집중,15,알고리즘 연습
2024-12-04 06:44,휴식,5,알고리즘 연습
2024-12-04 08:27,집중,15,디자인 작업
2024-12-04 08:42,휴식,5,디자인 작업
2024-12-04 10:41,집중,25,코드 리팩토링
2024-12-04 10:57,집중,15,영어 공부
2024-12-04 11:12,긴휴식,15,영어 공부
2024-12-04 12:04,집중,25,자바스크립트 공부
2024-12-04 12:29,휴식,5,자바스크립트 공부
2024-12-04 12:43,집중,45,알고리즘 연습
2024-12-04 13:28,휴식,5,알고리즘 연습
2024-12-04 16:49,집중,30,포트폴리오 작업
2024-12-04 17:15,집중,30,취업 준비
